source,nation,title
https://fairytalez.com/hornets-bees/,french,The Hornets and the Bees
http://www.albanianliterature.net/folktales/tale_19.html,albanian,The Princess of China
https://fairytalez.com/how-ian-direach-got-the-blue-falcon/,celtic,How Ian Direach Got the Blue Falcon
https://fairytalez.com/how-the-world-was-made/,philippine,How the World Was Made
https://fairytalez.com/the-history-of-jack-the-giant-killer/,english,The History of Jack the Giant-Killer
https://fairytalez.com/woe-bogotir/,russian,Woe Bogotir
https://fairytalez.com/the-jelly-fish-and-the-monkey/,japanese,The Jelly Fish and the Monkey
https://fairytalez.com/cock-fox-belgian-tale/,belgian,The Cock and the Fox (Belgian tale)
https://fairytalez.com/bear-two-companions/,french,The Bear and the Two Companions
https://fairytalez.com/green-willow/,japanese,Green Willow
https://fairytalez.com/flax/,scandinavian,The Flax
http://www.albanianliterature.net/folktales/tale_11.html,albanian,The King's Daughter and the Skull
https://fairytalez.com/the-twilight-of-the-gods/,scandinavian,The Twilight of the Gods
https://fairytalez.com/of-the-pretty-girl-and-the-seven-jealous-women/,nigerian,Of the Pretty Girl and the Seven Jealous Women
https://fairytalez.com/the-rival-fiddlers/,north_american_native,The Rival Fiddlers
https://fairytalez.com/crosby-the-patriot-spy/,north_american_native,"Crosby, the Patriot Spy"
https://fairytalez.com/adventures-fishermans-son/,brazilian,The Adventures of a Fisherman's Son
https://fairytalez.com/maui-edith-howes-version/,maori,Maui (Edith Howes version)
https://fairytalez.com/right-and-wrong/,serbian,Right and Wrong
https://fairytalez.com/marion/,north_american_native,Marion
https://fairytalez.com/the-sing-song-of-old-man-kangaroo/,english,The Sing-Song of Old Man Kangaroo
https://fairytalez.com/virigilius-the-sorcerer/,german,Virigilius the Sorcerer
https://fairytalez.com/the-toy-goose/,danish,The Toy Goose
https://fairytalez.com/the-mayamah/,australian_ethnic,The Mayamah
https://fairytalez.com/the-devils-sooty-brother/,german,The Devil's Sooty Brother
https://fairytalez.com/the-bottle-neck/,scandinavian,The Bottle Neck
https://fairytalez.com/how-the-otter-skin-became-great-medicine/,north_american_native,"How the Otter Skin Became Great ""Medicine"""
https://fairytalez.com/the-gardener-and-his-dog/,greek,The Gardener and His Dog
https://fairytalez.com/pokepsie/,north_american_native,Pokepsie
https://fairytalez.com/the-princess-and-the-pea/,scandinavian,The Princess and the Pea
https://fairytalez.com/the-courtship-of-myles-standish/,north_american_native,The Courtship of Myles Standish
https://fairytalez.com/three-princesses-whiteland/,norwegian,The Three Princesses of Whiteland
https://fairytalez.com/the-well-of-the-worlds-end/,english,The Well of the World's End
https://fairytalez.com/harisarman/,indian,Harisarman
https://fairytalez.com/story-husband-parrot/,arabic,The Story of the Husband and the Parrot
https://fairytalez.com/far-away-long-ago/,nordic,Far Away and Long Ago
https://fairytalez.com/reygoch/,croatian,Reygoch
https://fairytalez.com/the-children-of-hameln-the-piped-piper/,german,The Children of Hameln (The Pied Piper)
https://fairytalez.com/a-legend-of-confucius/,chinese,A Legend of Confucius
https://fairytalez.com/maiden-swanwhite-and-maiden-foxtail/,scandinavian,Maiden Swanwhite and Maiden Foxtail
https://fairytalez.com/the-bishop-of-borglum-and-his-warriors/,scandinavian,The Bishop of Borglum and His Warriors
https://fairytalez.com/monkey-cat/,french,The Monkey and the Cat
https://fairytalez.com/the-two-brothers-2/,south_african,The Two Brothers (South African Fairy Tale)
https://fairytalez.com/lumabet/,philippine,Lumabet
https://fairytalez.com/why-the-moon-waxes-and-wanes-2/,nigerian,Why the Moon Waxes and Wanes
https://fairytalez.com/the-beetle-and-the-silken-thread/,indian,The Beetle and the Silken Thread
https://fairytalez.com/the-snake-prince/,indian,The Snake Prince
https://fairytalez.com/princess-finola-dwarf/,irish,Princess Finola and the Dwarf
https://fairytalez.com/bird-nine-heads/,chinese,The Bird with Nine Heads
https://fairytalez.com/gambling-hansel/,german,Gambling Hansel
https://fairytalez.com/magic-jaw-bone/,maori,The Magic Jawbone
https://fairytalez.com/the-three-musicians/,german,The Three Musicians
https://fairytalez.com/riquet-tuft/,french,Riquet with the Tuft
https://fairytalez.com/countryman-serpent/,french,The Countryman and the Serpent
https://fairytalez.com/the-story-of-the-three-little-pigs/,english,The Story of the Three Little Pigs
https://fairytalez.com/sale-of-the-southwicks/,north_american_native,Sale of the Southwicks
https://fairytalez.com/lassie-grandmother/,norwegian,The Lassie and her Grandmother
https://fairytalez.com/the-renowned-hero-bova-korolevich-princess-drushnevna/,russian,"The Renowned Hero, Bova Korolevich and the Princess Drushnevna"
https://fairytalez.com/a-year-and-a-day/,irish,A Year and a Day
https://fairytalez.com/odin-wins-men-magic-mead/,nordic,Odin Wins for Men the Magic Mead
https://fairytalez.com/old-mans-treachery/,north_american_native,Old Man's Treachery
https://fairytalez.com/how-the-rajas-son-won-the-princess-labam/,indian,How the Raja's Son Won the Princess Labam
https://fairytalez.com/heartless-husband/,chinese,The Heartless Husband
https://fairytalez.com/the-kingdom-of-the-lion/,greek,The Kingdom of the Lion
https://fairytalez.com/woodman-mercury/,french,The Woodman and Mercury
https://fairytalez.com/acorn-pumpkin/,french,The Acorn and the Pumpkin
https://fairytalez.com/the-fairies-mint/,welsh,The Fairies' Mint
https://fairytalez.com/the-dragons-tail/,german,The Dragon's Tail
https://fairytalez.com/the-she-wolf/,croatian,The She-Wolf
https://fairytalez.com/the-witch-and-her-servants/,russian,The Witch and Her Servants
https://fairytalez.com/the-lucky-fisherman/,nigerian,The Lucky Fisherman
https://fairytalez.com/sparrows-search-rain/,north_american_native,Sparrow's Search for the Rain
https://fairytalez.com/slipfoot-and-how-he-nearly-always-never-gets-what-he-goes-after/,north_american_native,Slipfoot and How He Nearly Always Never Gets What He Goes After
https://fairytalez.com/the-most-cunning-animal/,belgian,The Most Cunning Animal
https://fairytalez.com/the-jezinkas/,czechoslovak,The Jezinkas
https://fairytalez.com/the-messengers/,portuguese,The Messengers
https://fairytalez.com/the-bad-little-girl-of-acoma/,north_american_native,The Bad Little Girl of Acoma
https://fairytalez.com/transmigration-of-the-soul/,ukrainian,Transmigration of the Soul
https://fairytalez.com/the-cottager-and-his-cat/,icelandic,The Cottager and His Cat
https://fairytalez.com/wolf-accusing-fox/,french,The Wolf Accusing the Fox
https://fairytalez.com/the-boy-the-coyote-and-the-magic-rock/,north_american_native,"The Boy, the Coyote, and the Magic Rock"
https://fairytalez.com/the-eagle-and-his-captor/,greek,The Eagle and His Captor
https://fairytalez.com/gracioa-and-percinet/,french,Gracioa and Percinet
https://fairytalez.com/the-three-brothers-robert-nisbet-bain/,ukrainian,The Three Brothers (Robert Nisbet Bain)
https://fairytalez.com/the-wanderers/,maori,The Wanderers
https://fairytalez.com/the-king-and-his-daughters/,pakistani,The King and His Daughters
https://fairytalez.com/sun-moon-and-wind-go-out-to-dinner/,indian,"Sun, Moon and Wind Go out to Dinner"
https://fairytalez.com/the-story-of-the-tikgi/,philippine,The Story of the Tikgi
https://fairytalez.com/prince-lindworm/,norwegian,Prince Lindworm
https://fairytalez.com/huntsman-the-unlucky/,russian,Huntsman the Unlucky
https://fairytalez.com/schippeitaro/,japanese,Schippeitaro
https://fairytalez.com/stribors-forest/,croatian,Stribor's Forest
https://fairytalez.com/a-fish-story/,australian_ethnic,A Fish Story
https://fairytalez.com/the-wind-and-the-sun/,greek,The Wind and the Sun
https://fairytalez.com/yuletide-specters/,swedish,Yuletide Specters
https://fairytalez.com/the-white-duck/,russian,The White Duck
https://fairytalez.com/the-story-of-bensurdatu/,italian,The Story of Bensurdatu
https://fairytalez.com/6093-2/,north_american_native,Grandma's Christmas Gifts
https://fairytalez.com/sweet-poridge/,german,Sweet Poridge
https://fairytalez.com/many-many-weddings-in-one-corner-house/,north_american_native,"Many, Many Weddings in One Corner House"
https://fairytalez.com/bralgah-dancing-bird/,australian_ethnic,Brälgah the Dancing Bird
https://fairytalez.com/the-lime-tree/,russian,The Lime-Tree
https://fairytalez.com/the-man-and-the-wood/,greek,The Man and the Wood
https://fairytalez.com/bougoodoogahdah-rain-bird/,australian_ethnic,Bougoodoogahdah the Rain Bird
https://fairytalez.com/the-crow-and-cat-of-hopkinshill/,north_american_native,The Crow and Cat of Hopkinshill
https://fairytalez.com/the-wonderful-hair-2/,slavic,The Wonderful Hair
https://fairytalez.com/the-story-of-crivoliu/,italian,The Story of Crivòliu
http://www.albanianliterature.net/folktales/tale_20.html,albanian,The Jealous Sisters
https://fairytalez.com/the-three-cows/,english,The Three Cows
https://fairytalez.com/the-consecration-of-washington/,north_american_native,The Consecration of Washington
https://fairytalez.com/the-red-shoes/,nordic,The Red Shoes
https://fairytalez.com/why-the-chimes-rang/,north_american_native,Why the Chimes Rang
https://fairytalez.com/old-dschang/,chinese,Old Dschang
https://fairytalez.com/corvetto/,italian,Corvetto
https://fairytalez.com/the-fox-and-the-goat/,greek,The Fox and the Goat
https://fairytalez.com/the-night-after-christmas/,north_american_native,The Night After Christmas
https://fairytalez.com/the-mole-and-his-mother/,greek,The Mole and His Mother
https://fairytalez.com/lady-eleanores-mantle/,north_american_native,Lady Eleanore's Mantle
https://fairytalez.com/the-duration-of-life/,german,The Duration of Life
https://fairytalez.com/mr-get-even-coyote/,north_american_native,"Mr. ""Get-Even"" Coyote"
https://fairytalez.com/fox-wolf-horse/,french,"The Fox, the Wolf and the Horse"
https://fairytalez.com/prince-unexpected/,polish,Prince Unexpected
https://fairytalez.com/the-bremen-town-musicians/,german,The Bremen Town-Musicians
https://fairytalez.com/second-sight/,japanese,Second Sight
https://fairytalez.com/shepherd-myddvai/,celtic,The Shepherd of Myddvai
https://fairytalez.com/woman-three-hundred-sixty-six-children/,dutch,The Woman with Three Hundred and Sixty-Six Children
https://fairytalez.com/the-fox-and-the-grapes/,greek,The Fox and the Grapes
https://fairytalez.com/the-dead-ship-of-harpswell/,north_american_native,The Dead Ship of Harpswell
https://fairytalez.com/the-honest-but-rash-hunter/,indian,The Honest but Rash Hunter
https://fairytalez.com/prince-darling/,french,Prince Darling
https://fairytalez.com/the-three-brothers/,german,The Three Brothers
https://fairytalez.com/the-fairy-ring/,greek,The Fairy Ring
https://fairytalez.com/going-a-traveling/,german,Going A-Traveling
https://fairytalez.com/oyster-litigants/,french,The Oyster and the Litigants
https://fairytalez.com/smallhead-kings-sons/,celtic,Smallhead and the King's Sons
https://fairytalez.com/the-shee-an-gannon-and-the-gruagach-gaire/,irish,The Shee an Gannon and the Gruagach Gaire
https://fairytalez.com/why-blackfeet-never-kill-mice/,north_american_native,Why Blackfeet Never Kill Mice
https://fairytalez.com/the-princess-bella-flor/,spanish,The Princess Bella-Flor
https://fairytalez.com/the-fate-of-the-turtle/,indian,The Fate of the Turtle
https://fairytalez.com/the-fairies-of-merlins-craig/,scottish,The Fairies of Merlin's Craig
https://fairytalez.com/ouyan-the-curlew/,australian_ethnic,Ouyan the Curlew
https://fairytalez.com/the-wonderful-hair/,serbian,The Wonderful Hair
https://fairytalez.com/tyr-and-the-wolf/,scandinavian,Tyr and the Wolf
https://fairytalez.com/the-gifts-of-the-magician/,finnish,The Gifts of the Magician
https://fairytalez.com/two-rats-fox-egg/,french,"The Two Rats, the Fox and the Egg"
https://fairytalez.com/mooregoo-mopoke-bahloo-moon/,australian_ethnic,Mooregoo the Mopoke and Bahloo the Moon
https://fairytalez.com/6990-2/,hungarian,Uletka and the White Lizard
https://fairytalez.com/the-seven-swabians/,german,The Seven Swabians
https://fairytalez.com/the-rising-of-gouverneur-morris/,north_american_native,The Rising of Gouverneur Morris
https://fairytalez.com/vultures-pigeons/,french,The Vultures and the Pigeons
https://fairytalez.com/the-farmer-and-the-money-lender/,indian,The Farmer and the Money-Lender
https://fairytalez.com/the-ant-and-the-mouse/,italian,The Ant and the Mouse
https://fairytalez.com/cobbler-cheated-devil/,english,How the Cobbler Cheated the Devil
https://fairytalez.com/eagle-owl/,french,The Eagle and the Owl
https://fairytalez.com/the-story-of-the-three-bears/,english,The Story of the Three Bears
https://fairytalez.com/reflections/,japanese,Reflections
https://fairytalez.com/the-fairy-in-the-cuckoo-clock/,,The Fairy in the Cuckoo Clock
https://fairytalez.com/the-laughing-prince-the-boy-who-could-talk-nonsense/,slavic,The Laughing Prince: The Boy Who Could Talk Nonsense
https://fairytalez.com/dogedog/,philippine,Dogedog
https://fairytalez.com/saved-by-his-tail/,south_african,Saved by His Tail
https://fairytalez.com/the-star-money/,german,The Star Money
https://fairytalez.com/the-plague-and-the-peasant/,polish,The Plague and the Peasant
https://fairytalez.com/the-three-chests-the-story-of-the-wicked-old-man-of-the-sea/,finnish,The Three Chests: The Story of the Wicked Old Man of the Sea
https://fairytalez.com/man-not-scold/,chinese,The Man Who Would Not Scold
http://www.albanianliterature.net/folktales/tale_05.html,albanian,The Youth and the Maiden with Stars on their Foreheads   and Crescents on their Breasts
https://fairytalez.com/prunella/,italian,Prunella
https://fairytalez.com/the-mink-and-the-wolf/,north_american_native,The Mink and the Wolf
https://fairytalez.com/the-fisherman-piping/,greek,The Fisherman Piping
https://fairytalez.com/black-became-white/,brazilian,How Black Became White
https://fairytalez.com/the-little-spirit-or-boy-man/,north_american_native,The Little Spirit or Boy-Man
https://fairytalez.com/the-listening-king/,portuguese,The Listening King
https://fairytalez.com/hat-ashes-shovel-helped-snoo-foo/,north_american_native,How the Hat Ashes Shovel Helped Snoo Foo
https://fairytalez.com/pinkel-the-thief/,scandinavian,Pinkel the Thief
https://fairytalez.com/tears-of-pearls/,slavic,Tears of Pearls
https://www.worldoftales.com/African_folktales/African_Folktale_44.html#gsc.tab=0,tanzanian,"The Ape, the Snake, and the Lion"
https://fairytalez.com/the-raven-and-the-swan/,greek,The Raven and the Swan
https://fairytalez.com/the-dun-cow/,russian,The Dun Cow
https://fairytalez.com/why-the-tortoise-has-no-hair-on/,south_african,Why the Tortoise Has No Hair On
https://fairytalez.com/horse-wolf/,french,The Horse and the Wolf
https://fairytalez.com/two-goats/,french,The Two Goats
https://fairytalez.com/the-adventures-of-covan-the-brown-haired/,celtic,The Adventures of Covan the Brown-Haired
https://fairytalez.com/prince-fickle-and-fair-helena/,german,Prince Fickle and Fair Helena
https://fairytalez.com/the-star-child/,irish,The Star-Child
https://fairytalez.com/the-fox-and-the-hedgehog/,greek,The Fox and the Hedgehog
https://fairytalez.com/the-goats-ears-of-the-emperor/,slavic,The Goat's Ears of the Emperor
https://fairytalez.com/balanced-rock/,north_american_native,Balanced Rock
https://fairytalez.com/strangely-stricken-dead/,korean,Strangely Stricken Dead
https://fairytalez.com/the-boy-bathing/,greek,The Boy Bathing
https://fairytalez.com/the-ox-and-the-frog/,greek,The Ox and the Frog
https://fairytalez.com/the-poor-fisherman-and-his-wife/,philippine,The Poor Fisherman and His Wife
https://fairytalez.com/ferdinand-the-faithful/,german,Ferdinand the Faithful
https://fairytalez.com/the-millers-cloak/,portuguese,The Miller's Cloak
https://fairytalez.com/hereafterthis/,english,Hereafterthis
https://fairytalez.com/sky-odawn/,chinese,Sky O'Dawn
https://fairytalez.com/meamei-seven-sisters/,australian_ethnic,Meamei the Seven Sisters
https://fairytalez.com/the-nurse-and-the-wolf/,greek,The Nurse and the Wolf
https://fairytalez.com/the-golden-godmother-the-story-of-poor-lucas/,chinese,The Golden Godmother: The Story of Poor Lucas
https://fairytalez.com/animals-lost-tails-got-back-traveling-philadelphia-medicine-hat/,north_american_native,How the Animals Lost Their Tails and Got Them Back Traveling From Philadelphia to Medicine Hat
https://fairytalez.com/the-princess-mayblossom/,french,The Princess Mayblossom
https://fairytalez.com/how-the-moon-and-stars-can-be/,philippine,How the Moon and Stars Came to Be
https://fairytalez.com/watanabe-cuts-off-onis-arm/,japanese,Watanabe Cuts Off the Oni's Arm
https://fairytalez.com/gossips-st-john/,italian,The Gossips of St. John
https://fairytalez.com/death/,french,The Death Of Abu Nowas And Of His Wife
https://fairytalez.com/story-hewn-off-hand/,arabic,The Story of the Hewn-Off Hand
https://fairytalez.com/the-boys-with-the-golden-stars/,romanian,The Boys with the Golden Stars
https://fairytalez.com/how-the-argonauts-sailed-to-colchis/,greek,How the Argonauts Sailed to Colchis
https://fairytalez.com/the-buried-moon/,english,The Buried Moon
https://fairytalez.com/the-buccaneer/,north_american_native,The Buccaneer
https://fairytalez.com/bopoluchi/,indian,Bopolûchî
https://fairytalez.com/cobbler-astrologer/,arabic,The Cobbler Astrologer
https://fairytalez.com/the-book-of-magic/,russian,The Book of Magic
https://fairytalez.com/light-makes-prosperity/,indian,Light Makes Prosperity
https://fairytalez.com/george-with-the-goat/,czechoslovak,George with the Goat
https://fairytalez.com/wayambeh-the-turtle/,australian_ethnic,Wayambeh the Turtle
https://fairytalez.com/condemned-to-the-noose/,north_american_native,Condemned to the Noose
https://fairytalez.com/thor-and-geirrod/,nordic,Thor and Geirrod
https://fairytalez.com/the-fellow-traveler/,danish,The Fellow Traveler
https://fairytalez.com/ou-jackalse-takes-ou-wolf-a-sheep-stealing/,south_african,Ou' Jackalse takes Ou' Wolf a-Sheep Stealing
https://fairytalez.com/dog-cat-enemies/,chinese,Why Dog and Cat are Enemies
https://fairytalez.com/the-wolf-and-the-lamb/,greek,The Wolf and the Lamb
https://fairytalez.com/the-headless-skeleton-of-swamptown/,north_american_native,The Headless Skeleton of Swamptown
https://fairytalez.com/the-three-enchanted-princes/,italian,The Three Enchanted Princes
https://fairytalez.com/the-flying-lion/,south_african,The Flying Lion
https://fairytalez.com/goolahwilleel-topknot-pigeons/,australian_ethnic,Goolahwilleel the Topknot Pigeons
https://fairytalez.com/longstaff-pinepuller-and-rockheaver/,portuguese,"Longstaff, Pinepuller and Rockheaver"
https://fairytalez.com/dimian-the-peasant/,russian,Dimian the Peasant
https://fairytalez.com/the-good-husband-and-the-bad-wife/,indian,The Good Husband and the Bad Wife
https://fairytalez.com/the-peruonto/,italian,The Peruonto
https://fairytalez.com/cinderella-little-glass-slipper-2/,french,"Cinderella, or the Little Glass Slipper"
https://fairytalez.com/beereeun-mirage-maker/,australian_ethnic,Beereeun the Mirage Maker
https://fairytalez.com/the-brownie-of-the-lake/,french,The Brownie of the Lake
https://fairytalez.com/the-son-of-the-king-of-erin-and-the-giant-of-loch-lein/,irish,"The Son of the King of Erin, and the Giant of Loch Léin"
https://fairytalez.com/the-half-chick/,spanish,The Half-Chick
https://fairytalez.com/the-three-black-princesses/,german,The Three Black Princesses
https://fairytalez.com/the-rabbits-eyes/,korean,The Rabbit's Eyes
https://fairytalez.com/peter-fullune-egg/,italian,Peter Fullune and the Egg
https://fairytalez.com/love-and-treason/,north_american_native,Love and Treason
https://fairytalez.com/magic-cask/,chinese,The Magic Cask
https://fairytalez.com/the-dog-and-the-sow/,greek,The Dog and the Sow
https://fairytalez.com/the-two-sisters/,english,The Two Sisters
https://fairytalez.com/taking-away-the-sun/,north_american_native,Taking Away the Sun
https://fairytalez.com/the-cookooburrahs-and-the-goolahgool/,australian_ethnic,The Cookooburrahs and the Goolahgool
https://fairytalez.com/the-greedy-old-man/,,The Greedy Old Man
https://fairytalez.com/the-clever-girl/,italian,The Clever Girl
https://fairytalez.com/the-fairy-children/,english,The Fairy Children
https://fairytalez.com/aponibolinayen/,philippine,Aponibolinayen
https://fairytalez.com/the-jelly-fish-takes-a-journey/,japanese,The Jelly-Fish Takes a Journey
https://fairytalez.com/the-bamboo-cutter-and-the-moon-child/,japanese,The Bamboo-Cutter and the Moon-Child
https://fairytalez.com/how-perseus-came-home-again/,greek,How Perseus Came Home Again
https://fairytalez.com/the-table-the-sifter-and-the-pinchers/,portuguese,"The Table, the Sifter and the Pinchers"
https://fairytalez.com/the-matsuyama-mirror/,japanese,The Matsuyama Mirror
https://fairytalez.com/the-story-of-the-forty-first-brother/,ukrainian,The Story of the Forty-First Brother
https://fairytalez.com/the-huckabuck-family-and-how-they-raised-pop-corn-in-nebraska-and-quit-and-came-back/,north_american_native,The Huckabuck Family and How They Raised Pop Corn in Nebraska and Quit and Came Back
https://fairytalez.com/the-legend-of-rheineck/,german,The Legend of Rheineck
https://fairytalez.com/shush-shush-the-big-buff-banty-hen-who-laid-an-egg-in-the-postmasters-hat/,north_american_native,"Shush Shush, the Big Buff Banty Hen Who Laid an Egg in the Postmaster's Hat"
https://fairytalez.com/the-story-that-never-ends/,czechoslovak,The Story That Never Ends
https://fairytalez.com/the-fox-and-the-lion/,greek,The Fox and the Lion
https://fairytalez.com/the-dolphin/,french,The Dolphin
https://fairytalez.com/story-sigmund-signy/,nordic,The Story of Sigmund and Signy
https://fairytalez.com/the-old-man-and-the-fairies/,welsh,The Old-Man and the Fairies
https://fairytalez.com/the-dead-wife/,north_american_native,The Dead Wife
https://fairytalez.com/mouldy-penny/,dutch,The Mouldy Penny
https://fairytalez.com/how-the-little-brother-set-free-his-big-brothers/,north_american_native,How the Little Brother Set Free His Big Brothers
https://fairytalez.com/forgot-me-not/,hungarian,Forgot-Me-Not
https://fairytalez.com/the-nightingale-and-the-swallow/,greek,The Nightingale and the Swallow
https://fairytalez.com/sir-buzz/,indian,Sir Buzz
https://fairytalez.com/bridesman-sun-and-bride-bridekins/,croatian,Bridesman Sun and Bride Bridekins
https://fairytalez.com/the-rogue-and-the-herdsman/,icelandic,The Rogue and the Herdsman
https://fairytalez.com/the-bear-and-the-fox/,greek,The Bear and the Fox
https://fairytalez.com/fairies-of-the-waterfall/,greek,Fairies of the Waterfall
https://fairytalez.com/the-legend-of-knockfierna/,irish,The Legend of Knockfierna
https://fairytalez.com/the-slave-and-the-lion/,greek,The Slave and the Lion
https://fairytalez.com/the-two-gossips/,celtic,The Two Gossips
https://fairytalez.com/king-thrushbeard/,german,King Thrushbeard
https://fairytalez.com/domingos-cat/,brazilian,Domingo's Cat
https://fairytalez.com/gwineeboos-redbreasts/,australian_ethnic,The Gwineeboos the Redbreasts
https://fairytalez.com/the-three-daughters-of-king-ohara/,irish,The Three Daughters of King O'Hara
https://fairytalez.com/boy-dragon/,canadian_native,The Boy and the Dragon
https://fairytalez.com/god-war/,chinese,The God of War
https://fairytalez.com/queen-crane/,swedish,Queen Crane
https://fairytalez.com/elsa-and-the-ten-elves/,swedish,Elsa and the Ten Elves
https://fairytalez.com/boy-stole-apples/,greek,The Boy Who Stole Apples
https://fairytalez.com/the-bell-of-dojoji/,japanese,The Bell of Dojoji
https://fairytalez.com/kwang-jui-and-the-god-of-the-river/,chinese,Kwang-Jui and The God Of The River
https://fairytalez.com/the-origin-of-the-mole/,ukrainian,The Origin of the Mole
https://fairytalez.com/the-princess-who-lost-her-rings/,portuguese,The Princess Who Lost Her Rings
https://fairytalez.com/the-talking-wand/,greek,The Talking Wand
https://fairytalez.com/the-battle-of-the-crabs/,philippine,The Battle of the Crabs
https://fairytalez.com/the-peasant-and-his-master/,italian,The Peasant and his Master
https://fairytalez.com/mr-cuttlefishs-love-story/,hungarian,Mr. Cuttlefish's Love Story
https://fairytalez.com/the-ass-brains/,greek,The Ass's Brains
https://fairytalez.com/the-frog-and-the-ox/,greek,The Frog and the Ox
https://fairytalez.com/steadfast-tin-soldier/,danish,The Steadfast Tin Soldier
https://fairytalez.com/the-merry-wives/,danish,The Merry Wives
https://fairytalez.com/birth-of-fin-maccumhail-and-origin-of-the-fenians-of-erin/,irish,Birth of Fin MacCumhail and Origin of the Fenians of Erin
https://fairytalez.com/roses-sparrows/,scandinavian,The Roses and the Sparrows
https://fairytalez.com/rich-man-tanner/,greek,The Rich Man and the Tanner
https://fairytalez.com/the-cock-who-caused-a-fight-between-two-towns/,nigerian,The Cock Who Caused a Fight Between Two Towns
https://fairytalez.com/of-the-pretty-stranger-who-killed-the-king/,nigerian,Of the Pretty Stranger who Killed the King
https://fairytalez.com/the-farmer-and-the-snake/,greek,The Farmer and the Snake
https://fairytalez.com/tortoise-two-ducks/,french,The Tortoise and the Two Ducks
https://fairytalez.com/the-old-street-lamp/,nordic,The Old Street Lamp
https://fairytalez.com/the-green-knight/,danish,The Green Knight
https://fairytalez.com/geirlug-the-kings-daughter/,icelandic,Geirlug the King's Daughter
https://fairytalez.com/andras-baive/,sami,Andras Baive
https://fairytalez.com/the-green-picture/,north_american_native,The Green Picture
https://fairytalez.com/origin-of-the-winds/,north_american_native,Origin of the Winds
https://fairytalez.com/the-boasting-traveler/,greek,The Boasting Traveler
https://fairytalez.com/story-greek-king-physician-douban/,arabic,The Story of the Greek King and the Physician Douban
https://fairytalez.com/the-old-king/,german,The Old King
https://fairytalez.com/cinderella-little-glass-slipper/,french,"Cinderella, Or the Little Glass Slipper"
https://fairytalez.com/fox-fire/,chinese,Fox-Fire
https://fairytalez.com/the-mysterious-buddhist-robe/,chinese,The Mysterious Buddhist Robe
https://fairytalez.com/the-miser-and-his-gold/,greek,The Miser and His Gold
https://fairytalez.com/clever-grethel/,german,Clever Grethel
https://fairytalez.com/the-boy-who-found-fear-at-last/,turkish,The Boy Who Found Fear at Last (Andrew Lang version of Fear)
https://fairytalez.com/the-two-rings/,north_american_native,The Two Rings
https://fairytalez.com/christmas-fairy-strasburg/,german,The Christmas Fairy of Strasburg
https://fairytalez.com/the-pellings/,welsh,The Pellings
https://fairytalez.com/why-old-jackal-danced-the-war-dance/,south_african,Why Old Jackal Danced the War-Dance
https://fairytalez.com/robert-roberts-and-the-fairies/,welsh,Robert Roberts and the Fairies
https://fairytalez.com/the-story-of-the-wali-dad-the-simple-hearted/,indian,The Story of the Wali Dad the Simple-Hearted
https://fairytalez.com/the-wolf-and-the-sheep/,greek,The Wolf and the Sheep
https://fairytalez.com/the-golden-branch/,french,The Golden Branch
https://fairytalez.com/the-thirteenth-son-of-the-king-of-erin/,irish,The Thirteenth Son of the King of Erin
https://fairytalez.com/story-merchant-genius/,arabic,The Story of the Merchant and the Genius
https://fairytalez.com/the-seven-foals/,norwegian,The Seven Foals
https://fairytalez.com/the-beautiful-daughter-of-liu-kung/,chinese,The Beautiful Daughter Of Liu-Kung
https://fairytalez.com/dreams/,north_american_native,Dreams
https://fairytalez.com/childe-rowland/,english,Childe Rowland
https://fairytalez.com/nodding-tiger/,chinese,The Nodding Tiger
https://fairytalez.com/giantess-guimara-became-small/,brazilian,How the Giantess Guimara Became Small
https://fairytalez.com/outside-door-like-mother-st-peter/,portuguese,Outside the Door Like the Mother of St. Peter
https://fairytalez.com/the-wolf-in-sheeps-clothing/,greek,The Wolf in Sheep's Clothing
https://fairytalez.com/panther/,chinese,The Panther
https://fairytalez.com/the-light-of-the-fly/,philippine,The Light of the Fly
https://fairytalez.com/long-broad-and-quick-eye/,slavic,"Long, Broad and Quick-Eye"
https://fairytalez.com/the-mice-and-the-weasels/,greek,The Mice and the Weasels
https://fairytalez.com/the-ass/,italian,The Ass
https://fairytalez.com/the-story-of-sayen/,philippine,The Story of Sayen
https://fairytalez.com/tom-tit-tot/,english,Tom Tit Tot
https://fairytalez.com/princess-minon-minette/,french,Princess Minon-minette
https://fairytalez.com/thors-fight-with-hrungner/,nordic,Thor's Fight with Hrungner
https://fairytalez.com/the-story-of-cat-a-mouse-a-lizard-and-an-owl/,indian,"The Story of Cat, a Mouse, a Lizard and an Owl"
https://fairytalez.com/cat-and-mouse-in-partnership/,german,Cat and Mouse in Partnership
https://fairytalez.com/wicked-tanuki-punished/,japanese,How the Wicked Tanuki Was Punished
https://fairytalez.com/story-of-a-shoemaker-and-his-servant-prituitshkin/,russian,Story of a Shoemaker and his Servant Prituitshkin
https://fairytalez.com/knoist-and-his-three-sons/,german,Knoist and His Three Sons
https://fairytalez.com/the-cruel-crane-outwitted/,indian,The Cruel Crane Outwitted
https://fairytalez.com/dragon-princess/,chinese,The Dragon-Princess
https://fairytalez.com/the-cold-lady/,japanese,The Cold Lady
https://fairytalez.com/a-gift-from-frigga/,nordic,A Gift from Frigga
